,Start,End,Comment,AR_IC,LR_IC,DT_IC,RF_IC,XB_IC,AR_HR,LR_HR,DT_HR,RF_HR,XB_HR,AR_RMSFE,LR_RMSFE,DT_RMSFE,RF_RMSFE,XB_RMSFE
1624,NA,NA,Relative to AR:,0,-0.06,0.18,0.04,0.17,0,-0.15,-0.08,-0.07,0.05,1,1.144764,1.115154,1.023532,1.028726
565,30/04/2013,31/03/2018,Rolling 543,-0.01,-0.09,0.24,0.06,0.23,0.58,0.43,0.53,0.52,0.63,0.028533883,0.032883197,0.03045186,0.028968948,0.029068252
1625,NA,NA,Relative to AR:,0,-0.08,0.25,0.07,0.24,0,-0.15,-0.05,-0.06,0.05,1,1.152426,1.067218,1.015247,1.018728
566,31/05/2013,30/04/2018,Rolling 544,-0.01,-0.1,0.25,0.04,0.22,0.58,0.43,0.55,0.52,0.63,0.028585582,0.033045377,0.030046397,0.029245328,0.029282657
1626,NA,NA,Relative to AR:,0,-0.09,0.26,0.05,0.23,0,-0.15,-0.03,-0.06,0.05,1,1.156016,1.051103,1.02308,1.024386
567,30/06/2013,31/05/2018,Rolling 545,-0.01,-0.08,0.24,0.07,0.22,0.58,0.45,0.53,0.53,0.63,0.028547764,0.03267478,0.030132233,0.028849901,0.029292885
1627,NA,NA,Relative to AR:,0,-0.07,0.25,0.08,0.23,0,-0.13,-0.05,-0.05,0.05,1,1.144565,1.055502,1.010584,1.026101
568,31/07/2013,30/06/2018,Rolling 546,0,-0.11,0.22,0.08,0.23,0.6,0.45,0.53,0.55,0.65,0.02836713,0.032670683,0.030044435,0.02861246,0.028945715
1628,NA,NA,Relative to AR:,0,-0.11,0.22,0.08,0.23,0,-0.15,-0.07,-0.05,0.05,1,1.151709,1.059128,1.008648,1.020396
569,31/08/2013,31/07/2018,Rolling 547,0.04,-0.07,0.29,0.05,0.2,0.62,0.47,0.55,0.55,0.65,0.027861423,0.031840578,0.028274883,0.028513124,0.028946539
1629,NA,NA,Relative to AR:,0,-0.11,0.25,0.01,0.16,0,-0.15,-0.07,-0.07,0.03,1,1.14282,1.01484,1.023391,1.038947
570,30/09/2013,31/08/2018,Rolling 548,0.05,-0.06,0.25,0.06,0.2,0.63,0.48,0.53,0.57,0.67,0.027352039,0.031370802,0.028527757,0.028068648,0.028206564
1630,NA,NA,Relative to AR:,0,-0.11,0.2,0.01,0.15,0,-0.15,-0.1,-0.06,0.04,1,1.146927,1.042985,1.026199,1.031242
571,31/10/2013,30/09/2018,Rolling 549,0.09,-0.05,0.25,0.06,0.2,0.65,0.5,0.55,0.57,0.67,0.027070286,0.031139699,0.02828997,0.027959473,0.028239918
1632,NA,NA,Relative to AR:,0,-0.14,0.16,-0.03,0.11,0,-0.15,-0.1,-0.08,0.02,1,1.150328,1.045056,1.032847,1.043207
572,30/11/2013,31/10/2018,Rolling 550,0.08,-0.11,0.26,0.01,0.19,0.63,0.48,0.55,0.55,0.65,0.028847764,0.032953281,0.029451598,0.030040686,0.030384052
1633,NA,NA,Relative to AR:,0,-0.19,0.18,-0.07,0.11,0,-0.15,-0.08,-0.08,0.02,1,1.142317,1.020932,1.041352,1.053255
573,31/12/2013,30/11/2018,Rolling 551,0.08,-0.1,0.26,0.01,0.17,0.63,0.5,0.55,0.55,0.65,0.028797866,0.032667917,0.029388602,0.029977342,0.030384286
1634,NA,NA,Relative to AR:,0,-0.18,0.18,-0.07,0.09,0,-0.13,-0.08,-0.08,0.02,1,1.134387,1.020513,1.040957,1.055088
574,31/01/2014,31/12/2018,Rolling 552,0.14,-0.07,0.3,0.05,0.23,0.62,0.48,0.57,0.53,0.63,0.031671805,0.035151355,0.031110533,0.032583066,0.033181351
1635,NA,NA,Relative to AR:,0,-0.21,0.16,-0.09,0.09,0,-0.14,-0.05,-0.09,0.01,1,1.109863,0.982278,1.028772,1.047662
575,28/02/2014,31/01/2019,Rolling 553,0.23,-0.02,0.28,0.09,0.28,0.63,0.5,0.57,0.55,0.65,0.031651647,0.035273189,0.032042239,0.032815737,0.032748319
1636,NA,NA,Relative to AR:,0,-0.25,0.05,-0.14,0.05,0,-0.13,-0.06,-0.08,0.02,1,1.114419,1.01234,1.036778,1.034648
576,31/03/2014,28/02/2019,Rolling 554,0.16,-0.04,0.26,0.09,0.26,0.62,0.48,0.57,0.55,0.65,0.0317984,0.035309321,0.032063107,0.032662063,0.032749541
1637,NA,NA,Relative to AR:,0,-0.2,0.1,-0.07,0.1,0,-0.14,-0.05,-0.07,0.03,1,1.110412,1.008325,1.027161,1.029912
577,30/04/2014,31/03/2019,Rolling 555,0.15,-0.03,0.26,0.08,0.25,0.62,0.5,0.58,0.53,0.65,0.031834474,0.035294024,0.031992805,0.032737763,0.032725267
1638,NA,NA,Relative to AR:,0,-0.18,0.11,-0.07,0.1,0,-0.12,-0.04,-0.09,0.03,1,1.108673,1.004974,1.028375,1.027982
578,31/05/2014,30/04/2019,Rolling 556,0.13,-0.02,0.28,0.09,0.26,0.62,0.52,0.6,0.53,0.65,0.032115632,0.035276585,0.031955008,0.032848817,0.032764477
1639,NA,NA,Relative to AR:,0,-0.15,0.15,-0.04,0.13,0,-0.1,-0.02,-0.09,0.03,1,1.098424,0.994999,1.02283,1.020203
579,30/06/2014,31/05/2019,Rolling 557,0.19,-0.03,0.25,0.1,0.23,0.62,0.52,0.6,0.52,0.63,0.033328027,0.03691152,0.033787697,0.034258429,0.034703877
1640,NA,NA,Relative to AR:,0,-0.22,0.06,-0.09,0.04,0,-0.1,-0.02,-0.1,0.01,1,1.107522,1.013792,1.027917,1.041282
580,31/07/2014,30/06/2019,Rolling 558,0.23,0.01,0.29,0.09,0.24,0.62,0.52,0.62,0.53,0.63,0.033799161,0.037162497,0.033828809,0.035003182,0.035180979
1642,NA,NA,Relative to AR:,0,-0.22,0.06,-0.14,0.01,0,-0.1,0,-0.09,0.01,1,1.099509,1.000877,1.035623,1.040883
581,31/08/2014,31/07/2019,Rolling 559,0.21,0.01,0.27,0.09,0.23,0.62,0.53,0.62,0.53,0.65,0.033718369,0.037006164,0.033948116,0.034962199,0.034980128
1643,NA,NA,Relative to AR:,0,-0.2,0.06,-0.12,0.02,0,-0.09,0,-0.09,0.03,1,1.097508,1.006814,1.036889,1.037421
582,30/09/2014,31/08/2019,Rolling 560,0.21,0,0.32,0.06,0.22,0.6,0.52,0.62,0.52,0.63,0.033726963,0.037152892,0.033329924,0.035227186,0.035276245
1644,NA,NA,Relative to AR:,0,-0.21,0.11,-0.15,0.01,0,-0.08,0.02,-0.08,0.03,1,1.101578,0.988228,1.044481,1.045936
583,31/10/2014,30/09/2019,Rolling 561,0.21,0.02,0.31,0.07,0.23,0.62,0.53,0.63,0.53,0.65,0.033603997,0.03719398,0.033422716,0.035221972,0.035054642
1645,NA,NA,Relative to AR:,0,-0.19,0.1,-0.14,0.02,0,-0.09,0.01,-0.09,0.03,1,1.106832,0.994605,1.048148,1.043169
584,30/11/2014,31/10/2019,Rolling 562,0.2,0.01,0.32,0.06,0.22,0.62,0.53,0.65,0.53,0.65,0.033650065,0.037253001,0.033351178,0.035262669,0.035052878
1646,NA,NA,Relative to AR:,0,-0.19,0.12,-0.14,0.02,0,-0.09,0.03,-0.09,0.03,1,1.107071,0.991118,1.047923,1.041688
585,31/12/2014,30/11/2019,Rolling 563,0.18,0.01,0.32,0.06,0.22,0.62,0.53,0.67,0.53,0.65,0.03381343,0.03727109,0.033410353,0.035343359,0.03511545
1647,NA,NA,Relative to AR:,0,-0.17,0.14,-0.12,0.04,0,-0.09,0.05,-0.09,0.03,1,1.102257,0.988079,1.045246,1.038506
586,31/01/2015,31/12/2019,Rolling 564,0.16,0.01,0.33,0.06,0.22,0.62,0.55,0.68,0.55,0.67,0.033960793,0.037331067,0.033175426,0.035357279,0.035006048
1648,NA,NA,Relative to AR:,0,-0.15,0.17,-0.1,0.06,0,-0.07,0.06,-0.07,0.05,1,1.09924,0.976874,1.041121,1.030778
587,28/02/2015,31/01/2020,Rolling 565,0.18,0.01,0.32,0.07,0.23,0.62,0.55,0.67,0.55,0.67,0.03345933,0.036881833,0.03294231,0.034892526,0.034475182
1649,NA,NA,Relative to AR:,0,-0.17,0.14,-0.11,0.05,0,-0.07,0.05,-0.07,0.05,1,1.102288,0.984548,1.042834,1.030361
588,31/03/2015,29/02/2020,Rolling 566,0.16,0.03,0.36,0.07,0.19,0.6,0.53,0.67,0.53,0.65,0.035357515,0.038355498,0.033975144,0.036643144,0.036793631
1650,NA,NA,Relative to AR:,0,-0.13,0.2,-0.09,0.03,0,-0.07,0.07,-0.07,0.05,1,1.084791,0.960903,1.036361,1.040617
589,30/04/2015,31/03/2020,Rolling 567,-0.02,-0.08,0.42,0.05,0.17,0.6,0.52,0.68,0.52,0.65,0.040857409,0.044134524,0.03684992,0.041013775,0.041382519
1652,NA,NA,Relative to AR:,0,-0.06,0.44,0.07,0.19,0,-0.08,0.08,-0.08,0.05,1,1.080209,0.901915,1.003827,1.012852
590,31/05/2015,30/04/2020,Rolling 568,0.14,0.16,0.29,0.1,0.17,0.6,0.52,0.67,0.53,0.67,0.042287149,0.044161024,0.041327301,0.042893894,0.04349705
1653,NA,NA,Relative to AR:,0,0.02,0.15,-0.04,0.03,0,-0.08,0.07,-0.07,0.07,1,1.044313,0.977302,1.014348,1.028612
591,30/06/2015,31/05/2020,Rolling 569,0.07,0.13,0.24,0.08,0.16,0.58,0.52,0.65,0.53,0.68,0.04311612,0.229720852,0.042275877,0.043322984,0.043707481
1654,NA,NA,Relative to AR:,0,0.06,0.17,0.01,0.09,0,-0.06,0.07,-0.05,0.1,1,5.327957,0.980512,1.004798,1.013716
592,31/07/2015,30/06/2020,Rolling 570,0.07,0.13,0.23,0.08,0.16,0.6,0.52,0.65,0.53,0.7,0.042909951,0.231359327,0.042530445,0.043144055,0.043412592
1655,NA,NA,Relative to AR:,0,0.06,0.16,0.01,0.09,0,-0.08,0.05,-0.07,0.1,1,5.391741,0.991156,1.005456,1.011714
593,31/08/2015,31/07/2020,Rolling 571,0.05,0.12,0.16,0,0.04,0.6,0.5,0.63,0.52,0.68,0.043410044,0.231664873,0.044406328,0.044488376,0.044713079
1656,NA,NA,Relative to AR:,0,0.07,0.11,-0.05,-0.01,0,-0.1,0.03,-0.08,0.08,1,5.336665,1.022951,1.024841,1.030017
594,30/09/2015,31/08/2020,Rolling 572,0.05,0.11,0.12,-0.08,0.02,0.62,0.48,0.63,0.52,0.7,0.043080447,0.231879418,0.045306208,0.045353314,0.04417933
1657,NA,NA,Relative to AR:,0,0.06,0.07,-0.13,-0.03,0,-0.14,0.01,-0.1,0.08,1,5.382475,1.051665,1.052759,1.025508
595,31/10/2015,30/09/2020,Rolling 573,0.08,0.11,0.14,-0.03,0.04,0.62,0.5,0.63,0.53,0.7,0.043045599,0.231780485,0.04528597,0.045059419,0.044161674
1658,NA,NA,Relative to AR:,0,0.03,0.06,-0.11,-0.04,0,-0.12,0.01,-0.09,0.08,1,5.384534,1.052046,1.046783,1.025928
596,30/11/2015,31/10/2020,Rolling 574,0.06,0.12,0.11,-0.01,0,0.6,0.5,0.63,0.53,0.68,0.042503783,0.231658522,0.044996661,0.044228266,0.044088159
1659,NA,NA,Relative to AR:,0,0.06,0.05,-0.07,-0.06,0,-0.1,0.03,-0.07,0.08,1,5.450304,1.058651,1.040572,1.037276
597,31/12/2015,30/11/2020,Rolling 575,0.06,0.11,0.06,-0.05,-0.01,0.62,0.52,0.62,0.53,0.68,0.044167513,0.231839792,0.047762459,0.046382524,0.045577447
1660,NA,NA,Relative to AR:,0,0.05,0,-0.11,-0.07,0,-0.1,0,-0.09,0.06,1,5.249102,1.081393,1.05015,1.031922
598,31/01/2016,31/12/2020,Rolling_End,0.05,0.11,0.07,-0.04,0,0.63,0.53,0.63,0.55,0.7,0.044281072,0.23177017,0.047694303,0.046229226,0.045382911
1662,NA,NA,Relative to AR:,0,0.06,0.02,-0.09,-0.05,0,-0.1,0,-0.08,0.07,1,5.234069,1.077081,1.043995,1.024883
